pmcid,title,abstract
PMC7352537,Effect of the Fat Eaten at Breakfast on Lipid Metabolism: A Crossover Trial in Women with Cardiovascular Risk,"Recent studies point out that not only the daily intake of energy and nutrients but the time of day when they are ingested notably regulates lipid metabolism and cardiovascular risk (CVR). Therefore, the aim of the study was to assess if the type of fat ingested at breakfast can modify lipid metabolism in women with CVR. A randomized, crossover clinical trial was performed. Sixty volunteers were randomly assigned to a (A) polyunsaturated fatty acid (PUFA)-rich breakfast, (B) saturated fatty acid (SFA)-rich breakfast, or (C) monounsaturated fatty acid (MUFA)-rich breakfast. Plasma lipoprotein and apolipoprotein subfractions were determined. Our data showed that the PUFA-rich breakfast decreased lipoprotein (a) (Lp(a)), very low-density lipoproteins (VLDL), and intermediate-density lipoproteins (IDL), and increased high-density lipoproteins (HDL). A similar trend was observed for the MUFA-rich breakfast, whereas the SFA-rich breakfast, although it decreased VLDL, also increased IDL and reduced HDL. The PUFA-rich breakfast also decreased β-lipoproteins and apolipoprotein-B. In summary, varying the type of fat eaten at breakfast is enough to significantly modify the lipid metabolism of women with CVR, which can be of great relevance to establish new therapeutic strategies for the treatment of these subjects."
PMC4820114,Provider Decisions to Treat Respiratory Illnesses with Antibiotics: Insights from a Randomized Controlled Trial,"RATIONALE: Lower respiratory tract illness (LRTI) frequently causes adult hospitalization and antibiotic overuse. Procalcitonin (PCT) treatment algorithms have been used successfully in Europe to safely reduce antibiotic use for LRTI but have not been adopted in the United States. We recently performed a feasibility study for a randomized clinical trial (RCT) of PCT and viral testing to guide therapy for non-pneumonic LRTI. OBJECTIVE: The primary objective of the current study was to understand factors influencing PCT algorithm adherence during the RCT and evaluate factors influencing provider antibiotic prescribing practices for LRTI. STUDY DESIGN: From October 2013-April 2014, 300 patients hospitalized at a community teaching hospital with non-pneumonic LRTI were randomized to standard or PCT-guided care with viral PCR testing. Algorithm adherence data was collected and multivariate stepwise logistic regression of clinical variables used to model algorithm compliance. 134 providers were surveyed anonymously before and after the trial to assess knowledge of biomarkers and viral testing and antibiotic prescribing practices. RESULTS: Diagnosis of pneumonia on admission was the only variable significantly associated with non-adherence [7% (adherence) vs. 26% (nonadherence), p = 0.01]. Surveys confirmed possible infiltrate on chest radiograph as important for provider decisions, as were severity of illness, positive sputum culture, abnormal CBC and fever. However, age, patient expectations and medical-legal concerns were also at least somewhat important to prescribing practices. Physician agreement with the importance of viral and PCT testing increased from 42% to 64% (p = 0.007) and 49% to 74% (p = 0.001), respectively, after the study. CONCLUSIONS: Optimal algorithm adherence will be important for definitive PCT intervention trials in the US to determine if PCT guided algorithms result in better outcomes than reliance on traditional clinical variables. Factors influencing treatment decisions such as patient age, presence of fever, patient expectations and medical legal concerns may be amenable to education to improve PCT algorithm compliance for LRTI."
PMC7169818,Viral nanoparticles and virus‐like particles: platforms for contemporary vaccine design,"Current vaccines that provide protection against infectious diseases have primarily relied on attenuated or inactivated pathogens. Virus‐like particles (VLPs), comprised of capsid proteins that can initiate an immune response but do not include the genetic material required for replication, promote immunogenicity and have been developed and approved as vaccines in some cases. In addition, many of these VLPs can be used as molecular platforms for genetic fusion or chemical attachment of heterologous antigenic epitopes. This approach has been shown to provide protective immunity against the foreign epitopes in many cases. A variety of VLPs and virus‐based nanoparticles are being developed for use as vaccines and epitope platforms. These particles have the potential to increase efficacy of current vaccines as well as treat diseases for which no effective vaccines are available. WIREs Nanomed Nanobiotechnol 2011 3 174–196 DOI: 10.1002/wnan.119 1.. Therapeutic Approaches and Drug Discovery > Nanomedicine for Infectious Disease."
PMC2992996,Antiviral Lead Compounds from Marine Sponges,"Marine sponges are currently one of the richest sources of pharmacologically active compounds found in the marine environment. These bioactive molecules are often secondary metabolites, whose main function is to enable and/or modulate cellular communication and defense. They are usually produced by functional enzyme clusters in sponges and/or their associated symbiotic microorganisms. Natural product lead compounds from sponges have often been found to be promising pharmaceutical agents. Several of them have successfully been approved as antiviral agents for clinical use or have been advanced to the late stages of clinical trials. Most of these drugs are used for the treatment of human immunodeficiency virus (HIV) and herpes simplex virus (HSV). The most important antiviral lead of marine origin reported thus far is nucleoside Ara-A (vidarabine) isolated from sponge Tethya crypta. It inhibits viral DNA polymerase and DNA synthesis of herpes, vaccinica and varicella zoster viruses. However due to the discovery of new types of viruses and emergence of drug resistant strains, it is necessary to develop new antiviral lead compounds continuously. Several sponge derived antiviral lead compounds which are hopedto be developed as future drugs are discussed in this review. Supply problems are usually the major bottleneck to the development of these compounds as drugs during clinical trials. However advances in the field of metagenomics and high throughput microbial cultivation has raised the possibility that these techniques could lead to the cost-effective large scale production of such compounds. Perspectives on biotechnological methods with respect to marine drug development are also discussed."
PMC5054555,Fundamentals of aerosol therapy in critical care,"Drug dosing in critically ill patients is challenging due to the altered drug pharmacokinetics–pharmacodynamics associated with systemic therapies. For many drug therapies, there is potential to use the respiratory system as an alternative route for drug delivery. Aerosol drug delivery can provide many advantages over conventional therapy. Given that respiratory diseases are the commonest causes of critical illness, use of aerosol therapy to provide high local drug concentrations with minimal systemic side effects makes this route an attractive option. To date, limited evidence has restricted its wider application. The efficacy of aerosol drug therapy depends on drug-related factors (particle size, molecular weight), device factors, patient-related factors (airway anatomy, inhalation patterns) and mechanical ventilation-related factors (humidification, airway). This review identifies the relevant factors which require attention for optimization of aerosol drug delivery that can achieve better drug concentrations at the target sites and potentially improve clinical outcomes."
PMC5016531,The Quest for Anti-inflammatory and Anti-infective Biomaterials in Clinical Translation,"Biomaterials are now being used or evaluated clinically as implants to supplement the severe shortage of available human donor organs. To date, however, such implants have mainly been developed as scaffolds to promote the regeneration of failing organs due to old age or congenital malformations. In the real world, however, infection or immunological issues often compromise patients. For example, bacterial and viral infections can result in uncontrolled immunopathological damage and lead to organ failure. Hence, there is a need for biomaterials and implants that not only promote regeneration but also address issues that are specific to compromised patients, such as infection and inflammation. Different strategies are needed to address the regeneration of organs that have been damaged by infection or inflammation for successful clinical translation. Therefore, the real quest is for multifunctional biomaterials with combined properties that can combat infections, modulate inflammation, and promote regeneration at the same time. These strategies will necessitate the inclusion of methodologies for management of the cellular and signaling components elicited within the local microenvironment. In the development of such biomaterials, strategies range from the inclusion of materials that have intrinsic anti-inflammatory properties, such as the synthetic lipid polymer, 2-methacryloyloxyethyl phosphorylcholine (MPC), to silver nanoparticles that have antibacterial properties, to inclusion of nano- and micro-particles in biomaterials composites that deliver active drugs. In this present review, we present examples of both kinds of materials in each group along with their pros and cons. Thus, as a promising next generation strategy to aid or replace tissue/organ transplantation, an integrated smart programmable platform is needed for regenerative medicine applications to create and/or restore normal function at the cell and tissue levels. Therefore, now it is of utmost importance to develop integrative biomaterials based on multifunctional biopolymers and nanosystem for their practical and successful clinical translation."
PMC7166674,Inhibition of HBV gene expression and replication by stably expressed interferon‐α1 via adeno‐associated viral vectors,"BACKGROUND: Interferon‐α2 (IFNα2) is routinely used for anti‐hepatitis B virus (HBV) treatment. However, the therapeutic efficiency is unsatisfactory, particularly in East Asia. Such inefficiency might be a result of the short half‐life, relatively low local concentration and strong side‐effects of interferons. Frequent and repeated injection is also a big burden for patients. In the present study, a single dose of vector‐delivered IFNα1 was tested for its anti‐HBV effects. METHODS: Adeno‐associated viral vector (AAV‐IFNα1) was generated to deliver the IFNα1 gene into hepatocytes. IFNα1, hepatitis B surface (HBsAg) and e (HBeAg) antigens were measured by enzyme‐linked immunosorbent assay and/or western blotting. The level of viral DNA was measured by quantitative real‐time polymerase chain reaction. RESULTS: AAV‐IFNα1 effectively transduced HBV‐producing cells (HepAD38) and mouse hepatocytes, where IFNα1 was expressed in a stable manner. Both intracellular and extracellular HBsAg and HBeAg were significantly reduced in vitro. In the HBV‐producing mice, the concentration of IFNα1 in the liver was eight‐fold higher than that in plasma. Compared with control groups, HBeAg/HBsAg antigen levels were reduced by more than ten‐fold from day 1–5, and dropped to an undetectable level on day 9 in the AAV‐IFNα1 group. Concurrently, the level of viral DNA decreased over 30‐fold for several weeks. CONCLUSIONS: A single dose administration of AAV‐IFNα1 viral vector displayed prolonged transgene expression and superior antiviral effects both in vitro and in vivo. Therefore, the use of AAV‐IFNα1 might be a potential alternative strategy for anti‐HBV therapy. Copyright © 2008 John Wiley & Sons, Ltd."
PMC4637959,A study on the role of noninvasive ventilation in mild-to-moderate acute respiratory distress syndrome,"AIM: There is sparse data on the role of noninvasive ventilation (NIV) in acute respiratory distress syndrome (ARDS) from India. Herein, we report our experience with the use of NIV in mild to moderate ARDS. MATERIALS AND METHODS: This was a prospective observational study involving consecutive subjects of ARDS treated with NIV using an oronasal mask. Patients were monitored clinically with serial arterial blood gas analysis. The success of NIV, duration of NIV use, Intensive Care Unit stay, hospital mortality, and improvement in clinical and blood gas parameters were assessed. The success of NIV was defined as prevention of endotracheal intubation. RESULTS: A total of 41 subjects (27 women, mean age: 30.9 years) were included in the study. Tropical infections followed by abdominal sepsis were the most common causes of ARDS. The use of NIV was successful in 18 (44%) subjects, while 23 subjects required intubation. The median time to intubation was 3 h. Overall, 19 (46.3%) deaths were encountered, all in those requiring invasive ventilation. The mean duration of ventilation was significantly higher in the intubated patients (7.1 vs. 2.6 days, P = 0.004). Univariate analysis revealed a lack of improvement in PaO(2)/FiO(2) at 1 h and high baseline Acute Physiology and Chronic Health Evaluation II (APACHE II) as predictors of NIV failure. CONCLUSIONS: Use of NIV in mild to moderate ARDS helped in avoiding intubation in about 44% of the subjects. A baseline APACHE II score of >17 and a PaO(2)/FiO(2) ratio <150 at 1 h predicts NIV failure."
PMC7088673,Infection Prevention in Transplantation,"The number of patients undergoing hematopoietic cell and solid organ transplantation are increasing every year, as are the number of centers both transplanting and caring for these patients. Improvements in transplant procedures, immunosuppressive regimens, and prevention of transplant-associated complications have led to marked improvements in survival in both populations. Infections remain one of the most important sources of excess morbidity and mortality in transplant, and therefore, infection prevention strategies are a critical element for avoiding these complications in centers caring for high-risk patients. This manuscript aims to provide an update of recent data on prevention of major healthcare-associated infections unique to transplantation, reviews the emergence of antimicrobial resistant infections, and discusses updated strategies to both identify and prevent transmission of these pathogens in transplant recipients."
PMC7314270,Convalescent plasma transfusion a promising therapy for coronavirus diseases 2019 (COVID-19): current updates,"While there is no proven treatment available for coronavirus disease 2019 (COVID-19), convalescent plasma (CP) may provide therapeutic relief as the number of cases escalate steeply world-wide. At the time of writing this review, vaccines, monoclonal antibodies or drugs are still lacking for the recent large COVID-19 outbreak, which restores the interest in CP as an empirical life-saving treatment. However, formal proof of efficacy is needed. The purpose of this review is to summarize all historical clinical trials on COVID-19 infected patients treated with CP to provide precise evidence for the efficacy and effectiveness of CP therapy in severe COVID-19 patients. Although there are many clinical trials in progress, high-quality clinical evidence is still lacking to analyze the existing problems. Meanwhile, based on the previous successful outcomes, we recommend healthcare systems to use CP therapy cautiously in critically ill COVID-19 patients."
PMC6320907,Drug Repurposing for Japanese Encephalitis Virus Infection by Systems Biology Methods,"Japanese encephalitis is a zoonotic disease caused by the Japanese encephalitis virus (JEV). It is mainly epidemic in Asia with an estimated 69,000 cases occurring per year. However, no approved agents are available for the treatment of JEV infection, and existing vaccines cannot control various types of JEV strains. Drug repurposing is a new concept for finding new indication of existing drugs, and, recently, the concept has been used to discover new antiviral agents. Identifying host proteins involved in the progress of JEV infection and using these proteins as targets are the center of drug repurposing for JEV infection. In this study, based on the gene expression data of JEV infection and the phenome-wide association study (PheWAS) data, we identified 286 genes that participate in the progress of JEV infection using systems biology methods. The enrichment analysis of these genes suggested that the genes identified by our methods were predominantly related to viral infection pathways and immune response-related pathways. We found that bortezomib, which can target these genes, may have an effect on the treatment of JEV infection. Subsequently, we evaluated the antiviral activity of bortezomib using a JEV-infected mouse model. The results showed that bortezomib can lower JEV-induced lethality in mice, alleviate suffering in JEV-infected mice and reduce the damage in brains caused by JEV infection. This work provides an agent with new indication to treat JEV infection."
PMC5119454,Hyperoxia downregulates angiotensin-converting enzyme-2 in human fetal lung fibroblasts,"BACKGROUND: Angiotensin (ANG) II is involved in experimental hyperoxia-induced lung fibrosis. Angiotensin-converting enzyme-2 (ACE-2) degrades ANG II and is thus protective, but is downregulated in adult human and experimental lung fibrosis. Hyperoxia is a known cause of chronic fibrotic lung disease in neonates, but the role of ACE-2 in neonatal lung fibrosis is unknown. We hypothesized that ACE-2 in human fetal lung cells might be downregulated by hyperoxic gas. METHODS: Fetal human lung fibroblast IMR90 cells were exposed to hyperoxic (95% O(2)/5% CO(2)) or normoxic (21% O(2)/5% CO(2)) gas in vitro. Cells and culture media were recovered separately for assays of ACE-2 enzymatic activity, mRNA, and immunoreactive protein. RESULTS: Hyperoxia decreased ACE-2 immunoreactive protein and enzyme activity in IMR90 cells (both P < 0.01), but did not change ACE-2 mRNA. ACE-2 protein was increased in the cell supernatant, suggesting protease-mediated ectodomain shedding. TAPI-2, an inhibitor of TNF-α−converting enzyme (TACE/ADAM17), prevented both the decrease in cellular ACE-2 and the increase in soluble ACE-2 (both P < 0.05). CONCLUSION: These data show that ACE-2 is expressed in fetal human lung fibroblasts but is significantly decreased by hyperoxic gas. They also suggest that hyperoxia decreases ACE-2 through a shedding mechanism mediated by ADAM17/TACE. SUPPLEMENTARY INFORMATION: The online version of this article (doi:10.1038/pr.2015.27) contains supplementary material, which is available to authorized users."
PMC7182644,Epidemiology of Viral Infections and Evaluation of the Potential Benefit of OM-85 BV on the Virologie Status of Children Attending Day-Care Centers,"Viral investigations were performed during 4 winter seasons (88/89, 89/90, 92/93, 93/94) in children attending day-care centers (DCCs) in the Rhone Département in eastern France. Over the total observation period of 4 winter seasons, 780 children were screened with a nasal swab for the presence of viruses. Of those, 230 (29.5%) had a positive viral culture. The viruses identified were respiratory syncytial virus (RSV), influenza A and B virus, parain-fluenza virus, coronavirus, rhinovirus, adenovirus and enterovirus. During that time, 83 epidemic events in 47 DCC were recorded. A particular virus was judged to be causally related to an epidemic if the identical virus was isolated in ≥ 3 children during the same outbreak of respiratory diseases. Thus, in 51 cases (61.4%) of all epidemics, the following viruses were responsible for an epidemic: RSV (n = 23), coronavirus (n = 10) (only during the season of 1993-1994), influenza A virus (n = 6), rhinovirus (n = 4), enterovirus (n = 4), adenovirus (n = 3) and parainfluenza virus (n = 1). Except for the somewhat surprising accumulation of coronavirus epidemics during the winter of 1993-1994, there were only minor seasonal variations from one year to another. As expected, RSV accounted for about one third of all respiratory tract infections in children attending DCCs and was therefore the most important single causative agent. These results are compared with data from children who did not attend a DCC and were cared for in a private practice. During the winter of 1989-1990, the viral epidemiological survey was performed at the same time and in parallel to a double-blind, placebo-controlled clinical study investigating the efficacy of OM-85 BV, an immunoactive bacterial extract. This study, enrolling 423 children attending DCCs demonstrated a protective effect of OM-85 BV in significantly reducing the risk of recurrent infections of the upper respiratory tract during the treatment period with the compound. 34% of all participating children (75 in the verum group, 70 in the placebo group) were enrolled in an additional virological study. In these patients, RSV was isolated 10 times in the placebo group, but only 5 times in the treated group (p < 0.05) and influenza A virus was present in 4 children in the placebo group, but only in 1 infant in the verum group giving a total of 14 positive virologie results in the placebo group versus 6 in the verum group (p < 0.05). Despite the small numbers of children investigated for their virologie status during respiratory infectious outbreaks, there was a statistically significant difference in the prevalence of virus carriers in favor of the children treated with OM-85 BV. These results corroborate the clinical findings."
PMC2875942,Long-Term Care Facilities: A Cornucopia of Viral Pathogens,"OBJECTIVES: To determine the frequency and types of respiratory viruses circulating in Boston long-term care facilities (LTCFs) during a 3-year period. DESIGN: Observational. SETTING: Thirty-three Boston-area LTCFs over a 3-year period. PARTICIPANTS: Residents of long-term care who had previously participated in a trial of vitamin E supplementation and had paired serum samples available for viral analysis. MEASUREMENTS: Viral antibody titers to eight respiratory viruses (influenza A and B, respiratory syncytial virus (RSV), parainfluenza virus serotype three (PIV-3), PIV-2, human metapneumovirus (hMPV), and coronaviruses 229E and OC43) were measured using enzyme immunoassay at baseline and 53 weeks. Infection was defined as a more than quadrupling of viral titers. Clinical data on respiratory illnesses were collected throughout the study period. RESULTS: A total of 617 persons were enrolled in the trial. Of these, 382 (62%) had sera available for viral analysis. A total of 204 viral infections were documented in 157 subjects. Serological responses to all eight viruses were documented, with hMPV (12.8%) and coronavirus 229E (10.5%) being the most common and PIV-2 (2.4%) the least common. The occurrence of bronchitis (P = .007), pneumonia (P = .02), and any lower respiratory tract infection (P = .002) was significantly associated with having a viral diagnosis. CONCLUSION: A wide range of respiratory viruses cocirculates in LTCFs and contributes to respiratory illness morbidity in these populations."
PMC6093684,"Surveillance for respiratory syncytial virus and parainfluenza virus among patients hospitalized with pneumonia in Sarawak, Malaysia","BACKGROUND: Respiratory syncytial virus (RSV) and parainfluenza virus (PIV) are frequent causes of pneumonia and death among children at Sibu and Kapit Hospitals in Sarawak, Malaysia. OBJECTIVES: To determine the prevalence and risk factors for RSV subtypes A and B and PIV types 1–4 among patients hospitalized with pneumonia. METHODS: In a cross-sectional, pilot study nasopharyngeal swabs were studied with real-time reverse transcription polymerase chain reaction assays. Concurrently, we helped Sibu and Kapit Hospitals adapt their first molecular diagnostics for RSV and PIV. RESULTS: Of 129 specimens collected (June to July 2017), 39 tested positive for RSV-A (30.2%), two were positive for RSV B (1.6%), one was positive for PIV-3 (0.8%) and one was positive for PIV-4 (0.8%). No samples were positive for PIV-1 or PIV-2. Of the 39 RSV-A positive specimens, 46.2% were collected from children under one year of age and only 5.1% were from patients over the age of 18. A multivariable analysis found the odds of children <1 year of age testing positive for RSV-A were 32.7 (95% CI: 3.9, 276.2) times larger than >18 years of age, and the odds of patients hospitalized at Kapit Hospital testing positive for RSV-A were 3.2 (95% CI: 1.3, 7.8) times larger than patients hospitalized at Sibu Hospital. CONCLUSION: This study found an unusually high prevalence of RSV-A among pneumonia patients admitted to the two hospitals. Subsequently, Sibu Hospital adapted the molecular assays with the goal of providing more directed care for such pneumonia patients."
PMC5890575,Nucleoside analogs as a rich source of antiviral agents active against arthropod-borne flaviviruses,"Nucleoside analogs represent the largest class of small molecule-based antivirals, which currently form the backbone of chemotherapy of chronic infections caused by HIV, hepatitis B or C viruses, and herpes viruses. High antiviral potency and favorable pharmacokinetics parameters make some nucleoside analogs suitable also for the treatment of acute infections caused by other medically important RNA and DNA viruses. This review summarizes available information on antiviral research of nucleoside analogs against arthropod-borne members of the genus Flavivirus within the family Flaviviridae, being primarily focused on description of nucleoside inhibitors of flaviviral RNA-dependent RNA polymerase, methyltransferase, and helicase/NTPase. Inhibitors of intracellular nucleoside synthesis and newly discovered nucleoside derivatives with high antiflavivirus potency, whose modes of action are currently not completely understood, have drawn attention. Moreover, this review highlights important challenges and complications in nucleoside analog development and suggests possible strategies to overcome these limitations."
PMC7361360,Safety of Plasma Infusions in Parkinson's Disease,"BACKGROUND: Young plasma infusions have emerged as a potential treatment for neurodegenerative disease, and convalescent plasma therapy has been used safely in the management of viral pandemics. However, the effect of plasma therapy in Parkinson's disease (PD) is unknown. OBJECTIVES: The objective of this study was to determine the safety, tolerability, and feasibility of plasma infusions in people with PD. METHODS: A total of 15 people with clinically established PD, at least 1 cognitive complaint, and on stable therapy received 1 unit of young fresh frozen plasma twice a week for 4 weeks. Assessments and adverse effects were performed/reported on and off therapy at baseline, immediately after, and 4 weeks after the infusions ended. Adverse effects were also assessed during infusions. The primary outcomes were safety, tolerability, and feasibility. Exploratory outcomes included Unified Parkinson's Disease Rating Scale Part III off medication, neuropsychological battery, Parkinson's Disease Questionnaire‐39, inflammatory markers (tumor necrosis factor‐α, interleukin‐6), uric acid, and quantitative kinematics. RESULTS: Adherence rate was 100% with no serious adverse effects. There was evidence of improvement in phonemic fluency (P = 0.002) and in the Parkinson's Disease Questionnaire‐39 stigma subscore (P = 0.013) that were maintained at the delayed evaluation. Elevated baseline tumor necrosis factor‐α levels decreased 4 weeks after the infusions ended. CONCLUSIONS: Young fresh frozen plasma was safe, feasible, and well tolerated in people with PD, without serious adverse effects and with preliminary evidence for improvements in phonemic fluency and stigma. The results of this study warrant further therapeutic investigations in PD and provide safety and feasibility data for plasma therapy in people with PD who may be at higher risk for severe complications of COVID‐19. © 2020 The Authors. Movement Disorders published by Wiley Periodicals LLC. on behalf of International Parkinson and Movement Disorder Society."
PMC7038234,Screening of Natural Extracts for Inhibitors against Japanese Encephalitis Virus Infection,"The mosquito-borne Japanese encephalitis virus (JEV) causes serious illness worldwide that is associated with high morbidity and mortality. Currently, there are no effective drugs approved for the treatment of JEV infection. Drug-repurposing screening is an alternative approach to discover potential antiviral agents. In this study, high-content screening (HCS) of a natural extracts library was performed, and two hit FDA-approved Na(+)/K(+)-ATPase inhibitors, ouabain and digoxin, were identified as having robust efficiency against JEV infection with the selectivity indexes over 1,000. The results indicated that ouabain and digoxin blocked the JEV infection at the replication stage by targeting the Na(+)/K(+)-ATPase. Furthermore, it was proven that ouabain significantly reduced the morbidity and mortality caused by JEV in a BALB/c mouse model. This work demonstrated that Na(+)/K(+)-ATPase could serve as the target of treatment of JEV infection, and ouabain has the potential to be developed as an effective anti-JEV drug."
PMC7086696,Acute otitis media and respiratory viruses,"The present study was performed to elucidate the clinical outcome, and etiology of acute otitis media (AOM) in children based on virologic and bacteriologic tests. The study group consisted of 120 children aged 6 to 144 months with AOM. Middle ear fluid (MEF) was tested for viral pathogens by reverse transcriptase polymerase chain reaction (RT-PCR) and for bacteria by gram-staining and culture. Clinical response was assessed on day 2 to 4, 11 to 13, 26 to 28. Respiratory viruses were isolated in 39 patients (32.5%). Respiratory syncytial virus (RSV) (46.5%) was the most common virus identified in MEF samples, followed by human rhinovirus (HRV) (25.6%), human coronavirus (HCV) (11.6%), influenza (IV) type A (9.3%), adenovirus type sub type A (AV) (4%), and parainfluenza (PIV) type -3 (2%) by RT-PCR. In total 69 bacterial species were isolated from 65 (54.8%) of 120 patients. Streptococcus pneumoniae (S. pneumoniae) was the most frequently isolated bacteria. Viral RNA was detected in 31 (56.3%) of 55 bacteria-negative specimens and in 8 (12.3%) of 65 bacteria-positive MEF samples. No significant differences were found between children representing viral infection alone, combined viral and bacterial infection, bacterial infection alone, and neither viral nor bacterial infection, regarding clinical cure, relapse and reinfection rates. A significantly higher rate of secretory otitis media (SOM) was observed in alone or combined RSV infection with S. pneumonia or Haemophilus influenzae (H. influenzae) than in other viruses infection. Conclusion. This study provides information about etiologic agents and diagnosis of AOM in Turkish children. The findings highlight the importance of common respiratory viruses and bacterial pathogens, particularly RSV, HRV, S. pneumoniae and H. influenzae, in predisposing to and causing AOM in children."
PMC6201103,The Small-Compound Inhibitor K22 Displays Broad Antiviral Activity against Different Members of the Family Flaviviridae and Offers Potential as a Panviral Inhibitor,"The virus family Flaviviridae encompasses several viruses, including (re)emerging viruses which cause widespread morbidity and mortality throughout the world. Members of this virus family are positive-strand RNA viruses and replicate their genome in close association with reorganized intracellular host cell membrane compartments. This evolutionarily conserved strategy facilitates efficient viral genome replication and contributes to evasion from host cell cytosolic defense mechanisms. We have previously described the identification of a small-compound inhibitor, K22, which exerts a potent antiviral activity against a broad range of coronaviruses by targeting membrane-bound viral RNA replication. To analyze the antiviral spectrum of this inhibitor, we assessed the inhibitory potential of K22 against several members of the Flaviviridae family, including the reemerging Zika virus (ZIKV). We show that ZIKV is strongly affected by K22. Time-of-addition experiments revealed that K22 acts during a postentry phase of the ZIKV life cycle, and combination regimens of K22 together with ribavirin (RBV) or interferon alpha (IFN-α) further increased the extent of viral inhibition. Ultrastructural electron microscopy studies revealed severe alterations of ZIKV-induced intracellular replication compartments upon infection of K22-treated cells. Importantly, the antiviral activity of K22 was demonstrated against several other members of the Flaviviridae family. It is tempting to speculate that K22 exerts its broad antiviral activity against several positive-strand RNA viruses via a similar mechanism and thereby represents an attractive candidate for development as a panviral inhibitor."
PMC7184394,The role of angiotensin-converting enzyme 2 in coronaviruses/influenza viruses and cardiovascular disease,"Angiotensin-converting enzyme 2 (ACE2) has emerged as a key regulator of the renin–angiotensin system in cardiovascular (CV) disease and plays a pivotal role in infections by coronaviruses and influenza viruses. The present review is primarily focused on the findings to indicate the role of ACE2 in the relationship of coronaviruses and influenza viruses to CV disease. It is postulated that the risk of coronavirus or influenza virus infection is high, at least partly due to high ACE2 expression in populations with a high CV risk. Coronavirus and influenza virus vaccine usage in high CV risk populations could be a potential strategy to prevent both CV disease and coronavirus/influenza virus infections."
PMC4678103,The Use of Ebola Convalescent Plasma to Treat Ebola Virus Disease in Resource-Constrained Settings: A Perspective From the Field,"The clinical evaluation of convalescent plasma (CP) for the treatment of Ebola virus disease (EVD) in the current outbreak, predominantly affecting Guinea, Sierra Leone, and Liberia, was prioritized by the World Health Organization in September 2014. In each of these countries, nonrandomized comparative clinical trials were initiated. The Ebola-Tx trial in Conakry, Guinea, enrolled 102 patients by 7 July 2015; no severe adverse reactions were noted. The Ebola-CP trial in Sierra Leone and the EVD001 trial in Liberia have included few patients. Although no efficacy data are available yet, current field experience supports the safety, acceptability, and feasibility of CP as EVD treatment. Longer-term follow-up as well as data from nontrial settings and evidence on the scalability of the intervention are required. CP sourced from within the outbreak is the most readily available source of anti-EVD antibodies. Until the advent of effective antivirals or monoclonal antibodies, CP merits further evaluation."
PMC7297083,Interaction Between Virus-Like Particles (VLPs) and Pattern Recognition Receptors (PRRs) From Dendritic Cells (DCs): Toward Better Engineering of VLPs,"Virus-like particles (VLPs) have been shown to be strong activators of dendritic cells (DCs). DCs are the most potent antigen presenting cells (APCs) and their activation prompts the priming of immunity mediators based on B and T cells. The first step for the activation of DCs is the binding of VLPs to pattern recognition receptors (PRRs) on the surface of DCs, followed by VLP internalization. Like wild-type viruses, VLPs use specific PRRs from the DC; however, these recognition interactions between VLPs and PRRs from DCs have not been thoroughly reviewed. In this review, we focused on the interaction between proteins that form VLPs and PRRs from DCs. Several proteins that form VLP contain glycosylations that allow the direct interaction with PRRs sensing carbohydrates, prompting DC maturation and leading to the development of strong adaptive immune responses. We also discussed how the knowledge of the molecular interaction between VLPs and PRRs from DCs can lead to the smart design of VLPs, whether based on the fusion of foreign epitopes or their chemical conjugation, as well as other modifications that have been shown to induce a stronger adaptive immune response and protection against infectious pathogens of importance in human and veterinary medicine. Finally, we address the use of VLPs as tools against cancer and allergic diseases."
