pmcid,doi,citations,author,author_link,author_h_index,publisher_link,author_citations
PMC4126742,10.1371/journal.pone.0104688,24,SI Hwang;VZ Grdzelishvili,https://scholar.google.com//citations?user=O6ykeoYAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=md3R3DEAAAAJ&hl=de&oi=sra,26,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0104688,2189
PMC5664009,10.3390/jcm6100094,58,WH Self;MR Filbin;PC Hou;NI Shapiro,https://scholar.google.com//citations?user=UM-1b5sAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=bvNXliUAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=aKhEh-0AAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=_U02AlsAAAAJ&hl=de&oi=sra,89,https://www.mdpi.com/2077-0383/6/10/94,33899
PMC7177070,10.1016/j.thromres.2020.04.024,2248,,,0,https://www.sciencedirect.com/science/article/pii/S0049384820301407,0
PMC7278991,10.3390/ijms21103474,420,D Gemmati;B Bramanti;P Secchiero;V Tisato,https://scholar.google.com//citations?user=AXN_OzQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=3uFDncIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=I6CCGmMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=plU7r1EAAAAJ&hl=en&oi=sra,27,https://www.mdpi.com/1422-0067/21/10/3474,3791
PMC7107880,10.1086/591392,104,,,0,https://academic.oup.com/cid/article-abstract/47/Supplement_3/S123/325094,0
PMC7125676,10.1016/j.virusres.2007.02.001,168,,,0,https://www.sciencedirect.com/science/article/pii/S016817020700041X,0
PMC6542157,10.1080/22221751.2019.1620083,42,R Channappanavar;H Zhou;P Zhou,https://scholar.google.com//citations?user=JnY3fpMAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=3x_MWoMAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=T4wERxUAAAAJ&hl=en&oe=ASCII&oi=sra,13,https://www.tandfonline.com/doi/abs/10.1080/22221751.2019.1620083,611
PMC7149626,10.1016/b978-0-12-811829-0.00028-5,1,,,0,https://www.sciencedirect.com/science/article/pii/B9780128118290000285,0
PMC7113890,10.1016/j.antiviral.2016.09.003,17,,,0,https://www.sciencedirect.com/science/article/pii/S0166354216303643,0
PMC7219724,10.5455/msm.2020.32.71-76,45,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7219724/,0
PMC7134835,10.1016/j.cveq.2017.11.002,35,,,0,https://www.vetequine.theclinics.com/article/S0749-0739(17)30915-X/abstract,0
PMC7270650,10.1016/j.arcmed.2020.03.005,0,,,0,https://www.sciencedirect.com/science/article/pii/S0188440920302873,0
PMC7243810,10.1016/j.lfs.2020.117831,137,,,0,https://www.sciencedirect.com/science/article/pii/S0024320520305816,0
PMC4605092,10.1186/s12879-015-1167-6,0,CR MacIntyre,https://scholar.google.com//citations?user=R8xWU1QAAAAJ&hl=fr&oi=sra,77,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-015-1167-6,25933
PMC7110436,10.1016/j.ijid.2020.02.043,203,,,0,https://www.sciencedirect.com/science/article/pii/S1201971220301016,0
PMC2666722,10.1186/1471-2458-9-81,136,,,0,https://link.springer.com/article/10.1186/1471-2458-9-81,0
PMC7309305,10.1080/07391102.2020.1779128,90,A Khan;SS Ali;MT Khan;S Saleem;A Ali;M Suleman;Z Babar;A Shafiq;M Khan;DQ Wei,https://scholar.google.com//citations?user=IPjYVoUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=RNie7rcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=AWfIieMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=cwBi4GAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=QkeCpPkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=kL4kK5UAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=jwVuYCsAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Nq-hFFUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=-hGYvLQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=1rLPRzIAAAAJ&hl=en&oi=sra,64,https://www.tandfonline.com/doi/abs/10.1080/07391102.2020.1779128,14625
PMC7298922,10.1038/s41577-020-0372-8,59,RE Chandler,https://scholar.google.com//citations?user=t5-JomMAAAAJ&hl=en&oi=sra,17,https://www.nature.com/articles/s41577-020-0372-8,1108
PMC7341710,10.1038/s41419-020-2721-8,118,Y Wang;G Melino;Y Shi,https://scholar.google.com//citations?user=P7l-NkoAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=sfPstZgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=XQEE_oAAAAAJ&hl=en&oi=sra,92,https://www.nature.com/articles/s41419-020-2721-8,49167
PMC7275160,10.1016/j.ygyno.2020.06.001,57,,,0,https://www.sciencedirect.com/science/article/pii/S0090825820317662,0
PMC5626011,10.1016/j.bmcl.2017.04.069,0,,,0,https://www.sciencedirect.com/science/article/pii/S0960894X17304456,0
PMC7104935,10.1016/j.apjtm.2015.12.002,269,,,0,https://www.sciencedirect.com/science/article/pii/S1995764515002230,0
PMC7291090,10.3390/v12050525,88,JA Encinar;JA Menendez,https://scholar.google.com//citations?user=jTdMuycAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=huB-0RsAAAAJ&hl=en&oe=ASCII&oi=sra,89,https://www.mdpi.com/1999-4915/12/5/525,37218
PMC7319082,10.3389/fphar.2020.00959,0,ML Belladonna;C Orabona,https://scholar.google.com//citations?user=TJ8gefYAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=SOZxwsgAAAAJ&hl=ko&oi=sra,45,https://www.frontiersin.org/articles/10.3389/fphar.2020.00959/full,13722
PMC7335491,10.1016/j.ajo.2020.06.040,19,,,0,https://www.sciencedirect.com/science/article/pii/S0002939420303366,0
PMC7194616,10.1016/j.nut.2020.110835,328,,,0,https://www.sciencedirect.com/science/article/pii/S0899900720301180,0
PMC7301824,10.1016/j.prrv.2020.06.009,0,,,0,https://www.sciencedirect.com/science/article/pii/S1526054220300944,0
PMC7112686,10.1016/j.pharmthera.2005.03.004,0,,,0,https://www.sciencedirect.com/science/article/pii/S0163725805000628,0
PMC7221157,10.3389/fimmu.2020.00944,84,H Cena;M Chieppa,https://scholar.google.com//citations?user=dvNMX88AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=eU-Ca_IAAAAJ&hl=en&oi=sra,39,https://www.frontiersin.org/articles/10.3389/fimmu.2020.00944/full?furriel=c0c495b5f979c17b3bcf268207d01b8a3d8048e2&kw=%20funiber,21855
PMC7347350,10.1016/s2352-4642(20)30215-7,508,P Davies;HK Kanthimathinathan;J Brierley,https://scholar.google.com//citations?user=6FuALV0AAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=39qKFksAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=GicsX8gAAAAJ&hl=sv&oi=sra,36,https://www.thelancet.com/journals/lanchi/article/PIIS2352-4642(20)30215-7/fulltext,10462
PMC7149671,10.1016/b978-0-12-394810-6.00009-5,21,,,0,https://www.sciencedirect.com/science/article/pii/B9780123948106000095,0
PMC4994731,10.1080/21645515.2016.1165908,102,,,0,https://www.tandfonline.com/doi/abs/10.1080/21645515.2016.1165908,0
PMC6152846,10.1089/hum.2018.066,10,,,0,https://www.liebertpub.com/doi/abs/10.1089/hum.2018.066,0
PMC6863389,10.1016/j.coviro.2019.05.001,54,,,0,https://www.sciencedirect.com/science/article/pii/S187962571930015X,0
PMC7113757,10.1016/j.antiviral.2013.12.012,25,,,0,https://www.sciencedirect.com/science/article/pii/S0166354213003811,0
PMC7114233,10.1016/j.virusres.2007.09.008,429,,,0,https://www.sciencedirect.com/science/article/pii/S0168170207003383,0
PMC7173776,10.1038/s41587-020-0512-5,126,,,0,https://www.nature.com/articles/s41587-020-0512-5,0
PMC7135439,10.1016/j.jvoice.2006.09.012,8,,,0,https://www.sciencedirect.com/science/article/pii/S0892199706001329,0
PMC7324794,10.3389/fmed.2020.00347,36,S Jiang,https://scholar.google.com//citations?user=MWljcPYAAAAJ&hl=en&oi=sra,62,https://www.frontiersin.org/articles/10.3389/fmed.2020.00347/full,18412
PMC7092025,10.1007/s42000-019-00155-z,74,A Challa;A Makis,https://scholar.google.com//citations?user=8hILV0MAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=XKahxtsAAAAJ&hl=en&oi=sra,23,https://link.springer.com/article/10.1007/s42000-019-00155-z,1568
PMC7112488,10.1016/j.ijbiomac.2019.02.113,30,,,0,https://www.sciencedirect.com/science/article/pii/S0141813018368740,0
PMC7132665,10.1016/j.diagmicrobio.2013.03.008,78,,,0,https://www.sciencedirect.com/science/article/pii/S0732889313001417,0
PMC3355091,10.1371/journal.ppat.1002710,90,G Karnam;TP Rygiel;M Raaben;PJM Rottier,https://scholar.google.com//citations?user=3RNGLOsAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=l3wxK9UAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=hqIr8PgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=TTDjTgoAAAAJ&hl=en&oi=sra,97,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1002710,31187
PMC7094677,10.1053/j.gastro.2008.12.073,114,,,0,https://www.sciencedirect.com/science/article/pii/S0016508509003588,0
PMC7262100,10.1111/crj.13196,2,,,0,https://onlinelibrary.wiley.com/doi/abs/10.1111/crj.13196,0
PMC7355082,10.1007/s12029-020-00454-4,21,Z Siavashpour;F Taghizadeh-Hesary;A Rakhsha,https://scholar.google.com//citations?user=mLcNLukAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=DwjUuMYAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=c9l0J9EAAAAJ&hl=en&oe=ASCII&oi=sra,12,https://link.springer.com/article/10.1007/s12029-020-00454-4,465
PMC7265853,10.1016/j.cytogfr.2020.06.001,0,,,0,https://www.sciencedirect.com/science/article/pii/S135961012030109X,0
PMC7357519,10.1016/j.jiph.2020.07.004,61,,,0,https://www.sciencedirect.com/science/article/pii/S1876034120305700,0
PMC7091930,10.1038/s41434-019-0081-8,17,Y Li;H Liu,https://scholar.google.com//citations?user=zttHxcMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=cOe336UAAAAJ&hl=en&oi=sra,23,https://www.nature.com/articles/s41434-019-0081-8,2017
PMC5507769,10.1016/j.antiviral.2017.03.022,192,,,0,https://www.sciencedirect.com/science/article/pii/S0166354216307975,0
PMC7110869,10.1016/j.pupt.2019.101812,9,,,0,https://www.sciencedirect.com/science/article/pii/S1094553919300598,0
PMC7268822,10.1097/sla.0000000000004010,65,K Guidolin;A Spinelli,https://scholar.google.com//citations?user=V-Bcq8cAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=C3-ZdrAAAAAJ&hl=de&oi=sra,65,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268822/,18489
PMC7311959,10.3390/ijms21113861,29,S Bernardi;B Toffoli,https://scholar.google.com//citations?user=K1cb4GgAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=D6m2NbUAAAAJ&hl=en&oe=ASCII&oi=sra,22,https://www.mdpi.com/1422-0067/21/11/3861,1475
PMC7118666,10.1016/j.cmi.2020.03.023,52,,,0,https://www.sciencedirect.com/science/article/pii/S1198743X20301683,0
PMC7236727,10.1016/j.jagp.2020.05.016,23,,,0,https://www.sciencedirect.com/science/article/pii/S1064748120303456,0
PMC7167156,10.1002/jgm.1094,7,,,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/jgm.1094,0
PMC7115643,10.1016/j.vaccine.2007.04.065,74,,,0,https://www.sciencedirect.com/science/article/pii/S0264410X07004550,0
PMC7166641,10.1002/jgm.723,31,JH Wang;KF Lin,https://scholar.google.com//citations?user=9z98eUcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=2c1QqXoAAAAJ&hl=en&oi=sra,4,https://onlinelibrary.wiley.com/doi/abs/10.1002/jgm.723,177
PMC7120733,10.1007/978-94-007-7500-8_5,0,,,0,https://link.springer.com/chapter/10.1007/978-94-007-7500-8_5,0
PMC7152241,10.1016/b978-0-444-64046-8.00282-2,39,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7152241/,0
PMC7128205,10.1016/j.ijid.2020.02.018,206,,,0,https://www.sciencedirect.com/science/article/pii/S120197122030076X,0
PMC7197031,10.1186/s13287-020-01678-8,78,,,0,https://stemcellres.biomedcentral.com/articles/10.1186/s13287-020-01678-8,0
PMC7159901,10.1128/msystems.00297-20,28,FM Alakwaa,https://scholar.google.com//citations?user=0_wKueAAAAAJ&hl=en&oi=sra,13,https://journals.asm.org/doi/abs/10.1128/msystems.00297-20,689
PMC7298449,10.1007/s40368-020-00547-5,0,M Al-Halabi;A Salami;E Alnuaimi;M Kowash;I Hussein,https://scholar.google.com//citations?user=l389mzEAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=aVeHpkYAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=GbYKpcMAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=Q2JPILcAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=QcS-KK0AAAAJ&hl=fr&oi=sra,17,https://link.springer.com/article/10.1007/s40368-020-00547-5,1010
PMC7113893,10.1016/j.antiviral.2018.08.002,9,,,0,https://www.sciencedirect.com/science/article/pii/S0166354218304613,0
PMC7189906,10.4103/ijabmr.ijabmr_141_20,20,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7189906/,0
PMC7114351,10.1016/j.antiviral.2008.11.001,17,,,0,https://www.sciencedirect.com/science/article/pii/S0166354208004348,0
PMC2810317,10.1016/j.vaccine.2009.09.105,199,,,0,https://www.sciencedirect.com/science/article/pii/S0264410X09014637,0
PMC7103349,10.1016/j.addr.2007.03.021,48,,,0,https://www.sciencedirect.com/science/article/pii/S0169409X07001317,0
PMC1847427,10.1186/1746-4269-3-14,0,RRN Alves,https://scholar.google.com//citations?user=5KD-HEYAAAAJ&hl=ko&oi=sra,69,https://link.springer.com/article/10.1186/1746-4269-3-14,15990
PMC7122702,10.1007/82_2016_44,7,,,0,https://link.springer.com/chapter/10.1007/82_2016_44,0
PMC7111646,10.1016/j.phytochem.2008.01.027,623,,,0,https://www.sciencedirect.com/science/article/pii/S0031942208000423,0
PMC7097642,10.1038/nrmicro817,0,DS Dimitrov,https://scholar.google.com//citations?user=OmdtyVgAAAAJ&hl=ko&oi=sra,95,https://www.nature.com/articles/nrmicro817,38763
PMC7185836,10.1016/s1473-3099(06)70435-2,1321,Ö Ergönül,https://scholar.google.com//citations?user=6dxvh4sAAAAJ&hl=en&oi=sra,56,https://www.thelancet.com/journals/lancet/article/PIIS1473-3099(06)70435-2/fulltext,12572
PMC7270278,10.3389/fimmu.2020.01239,114,H Murck,https://scholar.google.com//citations?user=rZLL-1oAAAAJ&hl=en&oi=sra,44,https://www.frontiersin.org/articles/10.3389/fimmu.2020.01239/full,5833
PMC7130726,10.1016/j.earlhumdev.2013.07.017,29,,,0,https://www.sciencedirect.com/science/article/pii/S0378378213001643,0
PMC7112568,10.1016/j.jinf.2019.11.024,12,,,0,https://www.sciencedirect.com/science/article/pii/S0163445320300256,0
PMC7093860,10.1016/j.amjmed.2009.07.018,28,,,0,https://www.sciencedirect.com/science/article/pii/S0002934309007773,0
PMC7344926,10.3390/diagnostics10060409,91,M Allam;S Cai;S Ganesh;M Venkatesan;S Doodhwala;T Hu,https://scholar.google.com//citations?user=JwZPDEMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Crm09NEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=J0h7ILkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=3c2r6sIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=gJRM2yQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=yPn2FswAAAAJ&hl=en&oi=sra,5,https://www.mdpi.com/2075-4418/10/6/409,145
PMC7172451,10.1016/s1473-3099(09)70044-1,0,SM Graham;KP Klugman;M Steinhoff,https://scholar.google.com//citations?user=JjiaNCYAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=5MlSU3wAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=0KTCSYIAAAAJ&hl=ko&oi=sra,67,https://www.thelancet.com/journals/laninf/article/PIIS1473309909700441/fulltext,16903
PMC7087938,10.1007/s10156-010-0053-9,13,,,0,https://www.sciencedirect.com/science/article/pii/S1341321X10705924,0
PMC4050357,10.1016/j.stemcr.2014.04.005,71,O Steward,https://scholar.google.com//citations?user=UbabElEAAAAJ&hl=sv&oi=sra,99,https://www.cell.com/stem-cell-reports/pdf/S2213-6711(14)00112-X.pdf,37240
PMC7126913,10.1016/j.virol.2008.06.005,0,,,0,https://www.sciencedirect.com/science/article/pii/S0042682208003978,0
PMC7337881,10.1136/bmjresp-2020-000639,86,R Nightingale;J Lewis;F Frost,https://scholar.google.com//citations?user=Mf-AfjwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=8jMQNtkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=-XuC0d4AAAAJ&hl=en&oi=sra,10,https://bmjopenrespres.bmj.com/content/7/1/e000639.abstract,481
PMC7173238,10.1016/j.ejphar.2019.172747,0,,,0,https://www.sciencedirect.com/science/article/pii/S0014299919306995,0
PMC6108254,10.14196/mjiri.32.20,12,M Bagheri-Nesami;AG Baradari;SN Mousavinasab,https://scholar.google.com//citations?user=SofScB8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=4OWKYHEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=E4K6zqgAAAAJ&hl=en&oi=sra,31,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6108254/,3001
PMC7111702,10.1016/j.pcl.2006.08.004,31,,,0,https://www.pediatric.theclinics.com/article/S0031-3955(06)00096-4/abstract,0
PMC6271281,10.3390/molecules190915258,165,DM Keogan,https://scholar.google.com//citations?user=RbdrW58AAAAJ&hl=en&oi=sra,4,https://www.mdpi.com/1420-3049/19/9/15258,203
PMC7149687,10.1016/b978-012374410-4.00780-9,77,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149687/,0
PMC7115565,10.1016/j.vaccine.2008.12.051,67,,,0,https://www.sciencedirect.com/science/article/pii/S0264410X09000127,0
PMC7182527,10.1016/j.cytogfr.2020.04.002,0,,,0,https://www.sciencedirect.com/science/article/pii/S1359610120300484,0
PMC7121089,10.1007/978-1-4939-3618-2_22,27,R Abdelnabi;J Neyts;L Delang,https://scholar.google.com//citations?user=SBu2DOwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=MkyIhrEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=spwVES4AAAAJ&hl=en&oi=sra,37,https://link.springer.com/protocol/10.1007/978-1-4939-3618-2_22,5105
PMC7165960,10.1111/j.1468-2451.2006.00620.x,28,R Cook‐Deegan;T Dedeurwaerdere,https://scholar.google.com//citations?user=e9v9lkgAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=mUYWIGMAAAAJ&hl=en&oe=ASCII&oi=sra,28,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2451.2006.00620.x,2721
PMC7125809,10.1016/s0065-230x(08)00407-7,125,,,0,https://www.sciencedirect.com/science/article/pii/S0065230X08004077,0
PMC7172651,10.1016/j.eururo.2020.04.027,8,JH Hull,https://scholar.google.com//citations?user=xRpazXsAAAAJ&hl=en&oi=sra,37,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7172651/,6094
PMC7224343,10.1038/s41366-020-0597-4,0,AM Sharma,https://scholar.google.com//citations?user=-1rPAfAAAAAJ&hl=ko&oi=sra,110,https://www.nature.com/articles/s41366-020-0597-4,54197
PMC7180041,10.1016/j.scitotenv.2020.138858,0,,,0,https://www.sciencedirect.com/science/article/pii/S0048969720323755,0
PMC6792295,10.1007/s11095-018-2558-3,39,KM Zorn;M Mottin;CH Andrade,https://scholar.google.com//citations?user=qkQgvF8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=IK7DSEwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=UpsohXYAAAAJ&hl=en&oi=sra,37,https://link.springer.com/article/10.1007/s11095-018-2558-3,4987
PMC7104994,10.1016/j.jff.2013.04.018,0,,,0,https://www.sciencedirect.com/science/article/pii/S1756464613001254,0
PMC7130925,10.1016/j.vetmic.2017.01.010,37,,,0,https://www.sciencedirect.com/science/article/pii/S0378113517300548,0
PMC7110665,10.1016/j.pupt.2019.101833,65,,,0,https://www.sciencedirect.com/science/article/pii/S1094553919301051,0
PMC5358466,10.1155/2017/4828936,28,Y Xia;X Cheng;U Protzer,https://scholar.google.com//citations?user=BCHFjaeURxUC&hl=en&oi=sra;https://scholar.google.com//citations?user=4jcAAAwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=0--gTf8AAAAJ&hl=en&oi=sra,72,https://www.hindawi.com/journals/jir/2017/4828936/abs/,19816
PMC2875498,10.1186/cc8222,83,,,0,https://link.springer.com/article/10.1186/cc8222,0
PMC5718814,10.1080/21645515.2017.1330236,214,,,0,https://www.tandfonline.com/doi/abs/10.1080/21645515.2017.1330236,0
PMC7127045,10.1016/j.antiviral.2011.12.010,0,,,0,https://www.sciencedirect.com/science/article/pii/S0166354211005298,0
PMC7337835,10.1093/qjmed/hcaa206,136,G Rojas-Marte;M Khalid;O Mukhtar;AT Hashmi;MA Waheed;A Aslam,https://scholar.google.com//citations?user=P_ek6N8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=z_WVYlEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=5uhdpE4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=XSsA2roAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=9ztiUy4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=_ZBHxZYAAAAJ&hl=en&oi=sra,3,https://academic.oup.com/qjmed/article-abstract/113/8/546/5860840,161
PMC7091812,10.1038/laban.1215,69,EM Walters;KD Wells;EC Bryda;RS Prather,https://scholar.google.com//citations?user=Pcave0EAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=7uITEaQAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=p_m4GqUAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=X-a6opcAAAAJ&hl=pt-BR&oi=sra,91,https://www.nature.com/articles/laban.1215,29057
PMC7255232,10.1016/s2213-2600(20)30229-0,638,C Ronco;T Reis;F Husain-Syed,https://scholar.google.com//citations?user=WUD9SgcAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=kYrcA5EAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=gi3pXdoAAAAJ&hl=sv&oi=sra,21,https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30229-0/fulltext,3165
PMC7103283,10.1016/j.addr.2009.07.001,105,,,0,https://www.sciencedirect.com/science/article/pii/S0169409X09002208,0
PMC7109703,10.1086/500143,119,J Guarner,https://scholar.google.com//citations?user=4EKiyCoAAAAJ&hl=en&oi=sra,70,https://academic.oup.com/jid/article-abstract/193/5/685/877553,26806
PMC7100234,10.2165/00148581-200911020-00001,62,,,0,https://link.springer.com/article/10.2165/00148581-200911020-00001,0
PMC7173033,10.1016/j.tet.2017.05.017,3,,,0,https://www.sciencedirect.com/science/article/pii/S0040402017304830,0
PMC7115667,10.1016/j.vaccine.2005.08.055,146,,,0,https://www.sciencedirect.com/science/article/pii/S0264410X05008674,0
PMC7126827,10.1016/j.bmc.2008.03.041,9,,,0,https://www.sciencedirect.com/science/article/pii/S0968089608002666,0
PMC7244896,10.1128/mbio.01114-20,144,YI Kim;SM Kim,https://scholar.google.com//citations?user=wGy6X1gAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=n9z0xdMAAAAJ&hl=en&oi=sra,23,https://journals.asm.org/doi/abs/10.1128/mBio.01114-20,3110
PMC7115364,10.1016/j.vaccine.2009.06.093,32,,,0,https://www.sciencedirect.com/science/article/pii/S0264410X09009797,0
PMC5819196,10.1186/s12866-018-1154-3,96,R Lappan;C Sikazwe;D Anderson;D Mok;H Coates;S Vijayasekaran,https://scholar.google.com//citations?user=kNpbiqcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=lDQfAHAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=TInFFl0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=rlOCnLEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=xRuwic0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=F6CumqcAAAAJ&hl=en&oi=sra,28,https://bmcmicrobiol.biomedcentral.com/articles/10.1186/s12866-018-1154-3,2662
PMC7246105,10.1136/jitc-2020-000892,67,A Addeo;M Obeid;A Friedlaender,https://scholar.google.com//citations?user=xstVlxsAAAAJ&hl=pt-BR&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=jHpAr-8AAAAJ&hl=pt-BR&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=IkaUntsAAAAJ&hl=pt-BR&oe=ASCII&oi=sra,29,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7246105/,2301
PMC7108387,10.1016/j.jcv.2009.07.010,150,,,0,https://www.sciencedirect.com/science/article/pii/S138665320900362X,0
PMC7102714,10.1016/j.nbt.2017.07.010,256,,,0,https://www.sciencedirect.com/science/article/pii/S1871678416325511,0
PMC7087728,10.1007/s00408-009-9170-6,24,,,0,https://link.springer.com/article/10.1007/s00408-009-9170-6,0
PMC7173099,10.1016/j.imlet.2014.10.026,19,,,0,https://www.sciencedirect.com/science/article/pii/S0165247814002521,0
PMC7275137,10.1016/j.ijantimicag.2020.106044,78,,,0,https://www.sciencedirect.com/science/article/pii/S0924857920302144,0
PMC7115611,10.1016/j.vaccine.2016.02.063,445,,,0,https://www.sciencedirect.com/science/article/pii/S0264410X16002589,0
PMC7314068,10.1093/ehjcvp/pvaa062,0,S Liabeuf;Y Bennis;B Batteux;JP Lanoix,https://scholar.google.com//citations?user=e16kxekAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=vydP-Y4AAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=4LreeHgAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=Me6rjqYAAAAJ&hl=ko&oi=sra,22,https://academic.oup.com/ehjcvp/article-abstract/7/5/426/5856622,1687
PMC5071688,10.1002/cbf.3182,89,,,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/cbf.3182,0
PMC7189176,10.1007/s12325-020-01351-9,54,Z Khan;Y Karataş,https://scholar.google.com//citations?user=o4_yekcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=FP98-fMAAAAJ&hl=en&oi=sra,14,https://link.springer.com/article/10.1007/s12325-020-01351-9,674
